Notes,County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,STATE,COUNTY,STNAME,CTYNAME,year,population,fips
,"Iredell County, NC",37097,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,37,97,North Carolina,Iredell County,2004,136514,37097
,"Johnston County, NC",37101,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,37,101,North Carolina,Johnston County,2004,140055,37101
,"Mecklenburg County, NC",37119,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,37,119,North Carolina,Mecklenburg County,2004,772949,37119
,"New Hanover County, NC",37129,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,37,129,North Carolina,New Hanover County,2004,178362,37129
,"Pitt County, NC",37147,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,37,147,North Carolina,Pitt County,2004,144486,37147
,"Rowan County, NC",37159,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,37,159,North Carolina,Rowan County,2004,132202,37159
,"Wake County, NC",37183,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,37,183,North Carolina,Wake County,2004,716336,37183
,"Clackamas County, OR",41005,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,41,5,Oregon,Clackamas County,2004,355758,41005
,"Jackson County, OR",41029,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,41,29,Oregon,Jackson County,2004,192185,41029
,"Lane County, OR",41039,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,41,39,Oregon,Lane County,2004,332327,41039
,"Marion County, OR",41047,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,41,47,Oregon,Marion County,2004,297139,41047
,"Multnomah County, OR",41051,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,69.0,41,51,Oregon,Multnomah County,2004,672526,41051
,"Washington County, OR",41067,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,41,67,Oregon,Washington County,2004,480207,41067
,"Aiken County, SC",45003,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,45,3,South Carolina,Aiken County,2004,148746,45003
,"Anderson County, SC",45007,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,45,7,South Carolina,Anderson County,2004,173539,45007
,"Berkeley County, SC",45015,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,45,15,South Carolina,Berkeley County,2004,151789,45015
,"Charleston County, SC",45019,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,45,19,South Carolina,Charleston County,2004,328105,45019
,"Greenville County, SC",45045,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,45,45,South Carolina,Greenville County,2004,399319,45045
,"Horry County, SC",45051,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,45,51,South Carolina,Horry County,2004,219094,45051
,"Lexington County, SC",45063,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,45,63,South Carolina,Lexington County,2004,230832,45063
,"Oconee County, SC",45073,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,45,73,South Carolina,Oconee County,2004,69615,45073
,"Pickens County, SC",45077,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,45,77,South Carolina,Pickens County,2004,113554,45077
,"Richland County, SC",45079,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,45,79,South Carolina,Richland County,2004,345750,45079
,"Spartanburg County, SC",45083,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0,45,83,South Carolina,Spartanburg County,2004,261828,45083
,"York County, SC",45091,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,45,91,South Carolina,York County,2004,181839,45091
,"Blount County, TN",47009,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,47,9,Tennessee,Blount County,2004,113151,47009
,"Davidson County, TN",47037,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,81.0,47,37,Tennessee,Davidson County,2004,583013,47037
,"Hamilton County, TN",47065,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,47,65,Tennessee,Hamilton County,2004,315396,47065
,"Knox County, TN",47093,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0,47,93,Tennessee,Knox County,2004,398307,47093
,"Putnam County, TN",47141,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,47,141,Tennessee,Putnam County,2004,65851,47141
,"Roane County, TN",47145,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,47,145,Tennessee,Roane County,2004,53115,47145
,"Rutherford County, TN",47149,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,47,149,Tennessee,Rutherford County,2004,211714,47149
,"Sevier County, TN",47155,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,47,155,Tennessee,Sevier County,2004,78610,47155
,"Shelby County, TN",47157,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,57.0,47,157,Tennessee,Shelby County,2004,909643,47157
,"Sullivan County, TN",47163,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,47,163,Tennessee,Sullivan County,2004,152808,47163
,"Williamson County, TN",47187,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,47,187,Tennessee,Williamson County,2004,147439,47187
,"Wilson County, TN",47189,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,47,189,Tennessee,Wilson County,2004,97139,47189
,"Benton County, WA",53005,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,53,5,Washington,Benton County,2004,155689,53005
,"Clallam County, WA",53009,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,53,9,Washington,Clallam County,2004,67411,53009
,"Clark County, WA",53011,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,53,11,Washington,Clark County,2004,384931,53011
,"Cowlitz County, WA",53015,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,53,15,Washington,Cowlitz County,2004,95541,53015
,"Grant County, WA",53025,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,53,25,Washington,Grant County,2004,78734,53025
,"Grays Harbor County, WA",53027,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,53,27,Washington,Grays Harbor County,2004,69775,53027
,"King County, WA",53033,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,180.0,53,33,Washington,King County,2004,1775297,53033
,"Kitsap County, WA",53035,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,53,35,Washington,Kitsap County,2004,241960,53035
,"Pierce County, WA",53053,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0,53,53,Washington,Pierce County,2004,740137,53053
,"Skagit County, WA",53057,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,53,57,Washington,Skagit County,2004,109030,53057
,"Snohomish County, WA",53061,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0,53,61,Washington,Snohomish County,2004,643533,53061
,"Spokane County, WA",53063,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0,53,63,Washington,Spokane County,2004,435268,53063
,"Thurston County, WA",53067,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,53,67,Washington,Thurston County,2004,222985,53067
,"Whatcom County, WA",53073,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,53,73,Washington,Whatcom County,2004,181756,53073
,"Yakima County, WA",53077,2004,2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,53,77,Washington,Yakima County,2004,227280,53077
,"Bay County, FL",12005,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,12,5,Florida,Bay County,2005,162917,12005
,"Brevard County, FL",12009,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,90.0,12,9,Florida,Brevard County,2005,529907,12009
,"Broward County, FL",12011,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,224.0,12,11,Florida,Broward County,2005,1746896,12011
,"Charlotte County, FL",12015,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,12,15,Florida,Charlotte County,2005,155262,12015
,"Citrus County, FL",12017,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,12,17,Florida,Citrus County,2005,133791,12017
,"Clay County, FL",12019,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,12,19,Florida,Clay County,2005,169418,12019
,"Collier County, FL",12021,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,12,21,Florida,Collier County,2005,307452,12021
,"Columbia County, FL",12023,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,12,23,Florida,Columbia County,2005,63109,12023
,"Duval County, FL",12031,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,84.0,12,31,Florida,Duval County,2005,828988,12031
,"Escambia County, FL",12033,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,12,33,Florida,Escambia County,2005,298339,12033
,"Hernando County, FL",12053,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,12,53,Florida,Hernando County,2005,157156,12053
,"Hillsborough County, FL",12057,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,139.0,12,57,Florida,Hillsborough County,2005,1143154,12057
,"Indian River County, FL",12061,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,12,61,Florida,Indian River County,2005,127955,12061
,"Lake County, FL",12069,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,12,69,Florida,Lake County,2005,267587,12069
,"Lee County, FL",12071,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0,12,71,Florida,Lee County,2005,555029,12071
,"Leon County, FL",12073,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,12,73,Florida,Leon County,2005,258083,12073
,"Manatee County, FL",12081,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,12,81,Florida,Manatee County,2005,306845,12081
,"Marion County, FL",12083,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,12,83,Florida,Marion County,2005,303558,12083
,"Martin County, FL",12085,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,12,85,Florida,Martin County,2005,141912,12085
,"Miami-Dade County, FL",12086,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,105.0,12,86,Florida,Miami-Dade County,2005,2385872,12086
,"Nassau County, FL",12089,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,12,89,Florida,Nassau County,2005,65568,12089
,"Okaloosa County, FL",12091,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,12,91,Florida,Okaloosa County,2005,184045,12091
,"Orange County, FL",12095,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,12,95,Florida,Orange County,2005,1053341,12095
,"Osceola County, FL",12097,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,12,97,Florida,Osceola County,2005,228026,12097
,"Palm Beach County, FL",12099,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,190.0,12,99,Florida,Palm Beach County,2005,1278380,12099
,"Pasco County, FL",12101,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0,12,101,Florida,Pasco County,2005,421844,12101
,"Pinellas County, FL",12103,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,145.0,12,103,Florida,Pinellas County,2005,929426,12103
,"Polk County, FL",12105,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0,12,105,Florida,Polk County,2005,547373,12105
,"St. Lucie County, FL",12111,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,12,111,Florida,St. Lucie County,2005,241965,12111
,"Santa Rosa County, FL",12113,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,12,113,Florida,Santa Rosa County,2005,141132,12113
,"Sarasota County, FL",12115,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,60.0,12,115,Florida,Sarasota County,2005,367912,12115
,"Seminole County, FL",12117,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,12,117,Florida,Seminole County,2005,406840,12117
,"Volusia County, FL",12127,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0,12,127,Florida,Volusia County,2005,486297,12127
,"Walton County, FL",12131,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,12,131,Florida,Walton County,2005,49392,12131
,"Bibb County, GA",13021,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,13,21,Georgia,Bibb County,2005,154003,13021
,"Carroll County, GA",13045,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,13,45,Georgia,Carroll County,2005,102526,13045
,"Catoosa County, GA",13047,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,13,47,Georgia,Catoosa County,2005,59745,13047
,"Chatham County, GA",13051,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,13,51,Georgia,Chatham County,2005,242242,13051
,"Cherokee County, GA",13057,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,13,57,Georgia,Cherokee County,2005,182128,13057
,"Clayton County, GA",13063,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,13,63,Georgia,Clayton County,2005,256292,13063
,"Cobb County, GA",13067,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40.0,13,67,Georgia,Cobb County,2005,646754,13067
,"Columbia County, GA",13073,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,13,73,Georgia,Columbia County,2005,106477,13073
,"Coweta County, GA",13077,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,13,77,Georgia,Coweta County,2005,108371,13077
,"DeKalb County, GA",13089,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,13,89,Georgia,DeKalb County,2005,668998,13089
,"Floyd County, GA",13115,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,13,115,Georgia,Floyd County,2005,94332,13115
,"Fulton County, GA",13121,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,79.0,13,121,Georgia,Fulton County,2005,818737,13121
,"Gwinnett County, GA",13135,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,13,135,Georgia,Gwinnett County,2005,710978,13135
,"Hall County, GA",13139,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,13,139,Georgia,Hall County,2005,160979,13139
,"Henry County, GA",13151,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,13,151,Georgia,Henry County,2005,169607,13151
,"Richmond County, GA",13245,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,13,245,Georgia,Richmond County,2005,195837,13245
,"Walker County, GA",13295,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,13,295,Georgia,Walker County,2005,65160,13295
,"Whitfield County, GA",13313,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,13,313,Georgia,Whitfield County,2005,94162,13313
,"Ada County, ID",16001,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,16,1,Idaho,Ada County,2005,348755,16001
,"Hancock County, MS",28045,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,28,45,Mississippi,Hancock County,2005,47715,28045
,"Harrison County, MS",28047,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,28,47,Mississippi,Harrison County,2005,197784,28047
,"Jackson County, MS",28059,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,28,59,Mississippi,Jackson County,2005,137913,28059
,"Pearl River County, MS",28109,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,28,109,Mississippi,Pearl River County,2005,50990,28109
,"Missoula County, MT",30063,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,30,63,Montana,Missoula County,2005,102298,30063
,"Alamance County, NC",37001,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,37,1,North Carolina,Alamance County,2005,139311,37001
,"Brunswick County, NC",37019,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,37,19,North Carolina,Brunswick County,2005,87846,37019
,"Buncombe County, NC",37021,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,37,21,North Carolina,Buncombe County,2005,221642,37021
,"Burke County, NC",37023,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,37,23,North Carolina,Burke County,2005,89526,37023
,"Cabarrus County, NC",37025,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0,37,25,North Carolina,Cabarrus County,2005,150797,37025
,"Caldwell County, NC",37027,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,37,27,North Carolina,Caldwell County,2005,80218,37027
,"Carteret County, NC",37031,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,37,31,North Carolina,Carteret County,2005,62833,37031
,"Catawba County, NC",37035,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,37,35,North Carolina,Catawba County,2005,148629,37035
,"Cleveland County, NC",37045,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,37,45,North Carolina,Cleveland County,2005,96844,37045
,"Columbus County, NC",37047,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,37,47,North Carolina,Columbus County,2005,55155,37047
,"Craven County, NC",37049,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,37,49,North Carolina,Craven County,2005,94729,37049
,"Cumberland County, NC",37051,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,37,51,North Carolina,Cumberland County,2005,303695,37051
,"Davidson County, NC",37057,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,37,57,North Carolina,Davidson County,2005,155425,37057
,"Durham County, NC",37063,2005,2005.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,37,63,North Carolina,Durham County,2005,241785,37063
